strain,normal_stress_GPa,,,,Lx_angstrom,Ly_angstrom,Lz_angstrom,,,
0.5225,0.131365293,0.043815103,0.027091342,0.137177903,127.3272684,66.23157807,63.88520053,-172341.9905,7724.916954,1852.815325
0.525,0.116958174,-0.005606611,0.023244846,0.15696089,127.5363443,66.17710522,63.80592256,-172395.7423,7778.194817,1865.593979
0.5275,0.183835956,0.001598562,0.083818468,0.223548828,127.7454203,66.14926247,63.734774,-172414.7809,7796.975351,1870.098476
0.53,0.182392419,0.0469514,0.047507406,0.191150583,127.9544963,66.14766573,63.64634197,-172395.8436,7777.399122,1865.403132
0.5325,0.03810198,0.060907272,0.04093569,0.030446269,128.1635723,66.12450342,63.55459775,-172366.404,7746.506925,1857.993663
0.535,0.119135108,0.023452637,-0.020014573,0.17437651,128.3726482,66.08244202,63.47380886,-172408.2594,7787.565103,1867.841435
0.5375,0.114804224,0.031231333,0.068319415,0.102570909,128.5817242,66.05633577,63.42032109,-172380.3463,7759.20152,1861.038452
0.54,0.177697847,0.087543326,-0.019888816,0.24230145,128.7908002,66.02213807,63.35394377,-172359.0123,7737.464615,1855.824872
0.5425,0.105712008,-0.000312033,0.060766541,0.130352538,128.9998762,65.95170729,63.30860411,-172392.4979,7770.796032,1863.819387
0.545,0.131602673,0.099631171,0.062553349,0.084644851,129.2089521,65.89299649,63.2581519,-172446.095,7823.903349,1876.557135
0.5475,0.186303135,-0.013820537,-0.024079065,0.29054327,129.4180281,65.83307975,63.19719501,-172426.9994,7803.845139,1871.746189
0.55,0.276884307,0.050917615,0.053569864,0.317706343,129.6271041,65.80302655,63.1660888,-172395.0983,7771.321752,1863.94548
0.5525,0.115649639,0.018240727,0.127556608,0.146902124,129.8361801,65.74685804,63.10981485,-172364.3766,7739.198919,1856.240844
0.555,0.09149972,-0.086147342,-0.097296601,0.259474151,130.045256,65.69496132,63.02795563,-172325.1259,7699.341286,1846.681021
0.5575,0.243324939,0.178290649,0.073969462,0.209269316,130.254332,65.66586314,62.99880558,-172388.5636,7762.838775,1861.910845
0.56,0.109686448,-0.03817819,0.082882745,0.192971862,130.463408,65.57760921,62.94741551,-172407.8433,7782.007291,1866.508398
0.5625,0.092992414,-0.050709064,-0.013426501,0.182661133,130.672484,65.52725346,62.87901487,-172392.5611,7766.71509,1862.840576
0.565,0.185707314,0.034162532,0.104821101,0.18574454,130.8815599,65.51956375,62.82363694,-172390.9559,7765.004065,1862.430188
0.5675,0.21220976,0.075654095,0.003635722,0.259494171,131.0906359,65.49242723,62.74585294,-172380.5023,7754.639229,1859.94419
0.57,0.187729514,-0.000834371,-0.011896359,0.274825755,131.2997119,65.44008249,62.68728689,-172369.5948,7744.112173,1857.419284
0.5725,0.084635209,0.084522011,0.087833775,0.004605586,131.5087879,65.40330213,62.63093202,-172380.2598,7754.742351,1859.968924
0.575,0.104756457,0.096743549,-0.073703717,0.246909925,131.7178638,65.3399967,62.55521517,-172428.9519,7802.384215,1871.395788
0.5775,0.004300596,0.003136636,-0.10786052,0.157803167,131.9269398,65.25177342,62.53835037,-172369.5761,7741.548861,1856.804475
0.58,0.173606332,0.098924483,0.056423391,0.145311951,132.1360158,65.17388586,62.5668096,-172361.9919,7732.961054,1854.744697
0.5825,0.06651422,0.075887769,0.115845274,0.064171789,132.3450918,65.06763606,62.56224197,-172343.6354,7714.263089,1850.260004
0.585,0.0956232,-0.150381574,-0.033609401,0.301421889,132.5541677,64.97613991,62.51577033,-172358.6585,7730.149195,1854.070274
0.5875,0.183451136,0.093547394,0.08014371,0.137603655,132.7632437,64.96447374,62.4815703,-172360.2184,7733.159985,1854.79241
0.59,0.193603727,0.052770048,-0.025656073,0.272139012,132.9723197,64.90951044,62.41573821,-172348.3838,7722.051616,1852.128076
0.5925,0.134787279,-0.044990124,-0.126070906,0.327018349,133.1813957,64.83516804,62.36509897,-172343.5475,7717.846576,1851.119501
0.595,0.221553376,0.165799445,0.063993699,0.195698653,133.3904716,64.78007443,62.36783827,-172363.1481,7737.64377,1855.867842
0.5975,0.243046526,0.04688508,0.041646359,0.281191721,133.5995476,64.67738532,62.34984331,-172360.7144,7736.161093,1855.512223
0.6,0.169206183,-0.046471231,-0.026002799,0.291620045,133.8086236,64.58134817,62.31988898,-172391.8204,7768.136986,1863.181616
0.6025,0.16044096,0.064673099,0.127605747,0.119206344,134.0176995,64.52990389,62.30305579,-172378.0696,7755.384973,1860.123056
0.605,0.197678739,0.044838259,0.012771355,0.242031484,134.2267755,64.46854955,62.25227714,-172371.2056,7749.154,1858.628562
0.6075,0.03712223,-0.003576538,-0.020762601,0.072817609,134.4358515,64.3909721,62.20084597,-172368.8146,7746.197185,1857.919372
0.61,-0.050861295,0.000485933,-0.054017834,0.07494773,134.6449275,64.32142593,62.1746514,-172342.2548,7718.36927,1851.244868
0.6125,0.248984238,0.042362244,0.122597713,0.255154723,134.8540034,64.25806926,62.17171915,-172416.9958,7791.843828,1868.867684
0.615,0.144839406,-0.071279977,-0.006985354,0.271831094,135.0630794,64.19266444,62.12931367,-172321.1817,7695.252243,1845.700268
0.6175,0.243660185,0.013893865,0.083598508,0.288567218,135.2721554,64.15467457,62.09642136,-172354.621,7729.267809,1853.858875
0.62,0.233806329,0.049945627,0.11167118,0.229198159,135.4812314,64.11050886,62.03058622,-172395.7494,7771.268557,1863.932721
0.6225,0.109327614,-0.028498412,-0.057032118,0.217912244,135.6903073,64.0613321,61.94236377,-172386.4081,7762.192511,1861.755839
0.625,0.145136074,0.025829232,0.116351985,0.152502509,135.8993833,64.0403194,61.89657697,-172406.6899,7782.603785,1866.651467
0.6275,0.209660327,-0.00369716,0.061923058,0.267682146,136.1084593,64.01974627,61.81572645,-172428.524,7803.549726,1871.675335
0.63,0.132223457,0.050207411,0.009324676,0.153304077,136.3175353,64.001512,61.73431121,-172396.1291,7769.771832,1863.573733
0.6325,0.15049903,0.056194666,-0.02603138,0.216373338,136.5266112,63.97147004,61.67796155,-172375.1121,7747.519588,1858.236549
0.635,0.227740761,0.132758782,-0.082151937,0.388898031,136.7356872,63.91982251,61.65034306,-172326.4728,7698.129385,1846.390348
0.6375,0.175919206,0.09161447,-0.041167391,0.268076298,136.9447632,63.80384667,61.65498422,-172363.9589,7734.794412,1855.184426
0.64,0.220079154,-0.008453718,0.007682323,0.312410082,137.1538392,63.68161973,61.67462949,-172371.4714,7743.127139,1857.183024
0.6425,0.244599543,0.001730593,0.032482989,0.323920467,137.3629151,63.60254152,61.67429887,-172335.1355,7707.494921,1848.636664
0.645,0.154499869,0.050340341,0.115083366,0.128819748,137.5719911,63.53610311,61.63852156,-172405.2509,7778.108935,1865.573381
0.6475,0.130402747,0.042499973,-0.023290236,0.188882985,137.7810671,63.47621,61.57101715,-172424.3056,7796.533001,1869.992378
0.65,0.179745075,-0.0322691,0.020682559,0.270286464,137.9901431,63.43490632,61.53241597,-172377.5513,7749.455043,1858.700767
0.6525,0.332870737,0.01519476,0.053210848,0.424938704,138.199219,63.40306183,61.49712063,-172362.6802,7734.128098,1855.024611
0.655,0.173592903,0.037637577,0.096483948,0.16701059,138.408295,63.36304153,61.43936926,-172356.9778,7728.663029,1853.713819
0.6575,0.133221916,-0.034405163,-0.054548074,0.25251167,138.617371,63.31087789,61.35412476,-172375.3454,7746.682594,1858.035797
0.66,0.201160177,0.044838619,0.01388719,0.245897524,138.826447,63.28931161,61.31420349,-172368.7979,7740.606977,1856.578565
0.6625,0.227724557,0.15017685,0.077395154,0.184146006,139.0355229,63.24818018,61.27710807,-172377.6506,7749.872813,1858.800969
0.665,0.083717529,-0.070453876,-0.082512001,0.227038492,139.2445989,63.15295739,61.21521227,-172406.918,7778.955752,1865.776489
0.6675,0.252337181,0.062240139,0.054198089,0.274701037,139.4536749,63.11326422,61.19520739,-172452.025,7823.129233,1876.371464
0.67,0.305516989,0.057255612,0.093006028,0.328744143,139.6627509,63.07826729,61.16629878,-172404.2845,7773.982731,1864.583714
0.6725,0.207924721,0.012192673,0.032566225,0.263584366,139.8718268,63.01658641,61.11406227,-172371.1901,7739.984962,1856.429375
0.675,0.144724904,-0.010941751,-0.051575777,0.253805414,140.0809028,62.95857753,61.06693607,-172374.2849,7742.259469,1856.974914
0.6775,0.299052748,0.058681658,0.118234975,0.306626687,140.2899788,62.92096556,61.04312106,-172392.6327,7760.88711,1861.442739
0.68,0.32030459,0.027194554,0.020091031,0.419633334,140.4990548,62.8636679,60.99562459,-172384.8853,7753.458602,1859.661017
0.6825,0.178201528,0.049753941,0.051490893,0.18043665,140.7081307,62.79824439,60.95410427,-172407.9614,7776.865223,1865.275077
0.685,0.078225457,-0.001262679,-0.034280421,0.141654889,140.9172067,62.72408514,60.90934336,-172401.4002,7769.186689,1863.433387
0.6875,0.132807182,0.006738405,-0.034665448,0.213669599,141.1262827,62.67268614,60.89203282,-172350.7151,7717.558171,1851.050327
0.69,0.21829765,0.053999852,0.087979874,0.212440887,141.3353586,62.62377686,60.8816457,-172346.512,7713.260389,1850.019507
0.6925,0.086554345,0.040020213,0.01922813,0.084442616,141.5444346,62.54945218,60.83649097,-172366.1084,7732.710143,1854.684516
0.695,0.086068093,-0.053347974,-0.013778264,0.175988342,141.7535106,62.47472663,60.79525208,-172406.3143,7772.839217,1864.309443
0.6975,0.0459235,-0.061032979,0.072976161,0.173579907,141.9625866,62.43915664,60.76292425,-172339.8403,7706.247852,1848.337556
0.7,0.221313577,0.043479735,0.106938341,0.2207568,142.1716625,62.42212599,60.70025905,-172413.5205,7779.80294,1865.979687
0.7025,0.099010422,0.027918736,-0.110979457,0.261615147,142.3807385,62.38248662,60.61972225,-172362.8136,7728.653685,1853.711577
0.705,0.182030238,0.061226403,0.077033376,0.160834598,142.5898145,62.33793273,60.58596658,-172436.1757,7801.132766,1871.095629
0.7075,0.150410847,0.06443247,0.003283024,0.18104732,142.7988905,62.27672976,60.54905125,-172445.0264,7807.845527,1872.705679
0.71,0.053528049,-0.093393652,0.07335237,0.223121549,143.0079664,62.2186869,60.51915418,-172369.3336,7729.735004,1853.970931
0.7125,0.189829161,0.00142102,0.126347378,0.234806643,143.2170424,62.21658189,60.45023464,-172403.8129,7762.278045,1861.776354
0.715,0.261364181,0.115604818,0.011904942,0.306968024,143.4261184,62.21900218,60.3634076,-172431.551,7789.553374,1868.318321
0.7175,0.232777747,0.025748933,0.010230298,0.304350333,143.6351944,62.18442577,60.31417974,-172379.0464,7736.955258,1855.702703
0.72,0.289294843,0.066612089,0.042704856,0.333115274,143.8442703,62.14134044,60.28325765,-172381.0123,7739.431689,1856.296673
0.7225,0.26858066,0.066963782,0.052749531,0.29569323,144.0533463,62.08715407,60.24699265,-172364.0702,7724.055428,1852.608689
0.725,0.171132421,0.03619812,-0.046872737,0.269507479,144.2624223,62.0104252,60.20511648,-172394.274,7755.188305,1860.075885
0.7275,0.217663172,0.036901781,0.055539422,0.243528546,144.4714983,61.9395324,60.18522702,-172421.3023,7783.070542,1866.763418
0.73,0.083380247,-0.001139181,0.102300245,0.134911879,144.6805742,61.8805784,60.14762087,-172413.5489,7774.844939,1864.790514
0.7325,0.079830022,0.015692722,-0.035871722,0.141983726,144.8896502,61.83961897,60.08669356,-172434.5267,7794.528447,1869.511588
0.735,0.250739683,0.028919464,0.06442577,0.291852327,145.0987262,61.81392668,60.05273969,-172426.3981,7785.163297,1867.265364
0.7375,0.220258977,0.080775264,0.050842207,0.22148078,145.3078022,61.77774485,60.0112282,-172400.8986,7758.461127,1860.860869
0.74,0.221988107,-0.000609707,0.084333335,0.275161668,145.5168781,61.72536645,59.96568578,-172415.6709,7772.362263,1864.195046
0.7425,0.157280804,0.011588914,0.053545696,0.183704848,145.7259541,61.7067718,59.90190508,-172403.0644,7758.846928,1860.953403
0.745,0.140034685,0.084366333,0.042015402,0.120417385,145.9350301,61.69310232,59.82472911,-172419.0224,7774.326714,1864.666218
0.7475,0.088447333,-0.084107082,0.019647557,0.212775611,146.1441061,61.6590771,59.74887003,-172405.9071,7760.370678,1861.318874
0.75,0.101345025,0.064980471,0.04375537,0.07134041,146.353182,61.65364995,59.6825677,-172411.1193,7764.159742,1862.227677
0.7525,0.129572454,-0.030871002,0.020218802,0.200774729,146.562258,61.62920168,59.61449324,-172400.0208,7751.277448,1859.137869
0.755,0.177708297,0.069423729,-0.008909784,0.229538657,146.771334,61.62046184,59.55345996,-172417.5524,7767.595688,1863.051787
0.7575,0.164492189,0.099177017,-0.0208196,0.23022971,146.98041,61.57689796,59.50683651,-172414.191,7762.316516,1861.785581
0.76,0.031763604,-0.043307812,-0.051230221,0.11218938,147.1894859,61.49239375,59.48325747,-172348.4236,7694.877519,1845.61039
0.7625,0.148760896,0.052702222,-0.001955984,0.186896672,147.3985619,61.43263758,59.48523778,-172370.7274,7716.283318,1850.744554
0.765,0.235969604,0.067203118,0.052841183,0.249448212,147.6076379,61.36458974,59.48278224,-172369.5416,7715.544227,1850.567284
0.7675,0.201096873,-0.038315304,0.048369792,0.296914226,147.8167139,61.28401851,59.455675,-172379.0188,7726.111459,1853.101826
0.77,0.192313779,0.060405725,0.016136612,0.224494729,148.0257898,61.23487814,59.41764924,-172423.5921,7771.333388,1863.948271
0.7725,0.152844661,0.039717034,0.089463724,0.138887495,148.2348658,61.17928177,59.38224245,-172424.8051,7772.45033,1864.216169
0.775,0.079922063,0.105262036,-0.034998122,0.183089253,148.4439418,61.12379242,59.3442869,-172427.7127,7774.843756,1864.79023
0.7775,0.178045472,0.043742703,0.006125638,0.221379101,148.6530178,61.05876453,59.33712336,-172397.6946,7744.398899,1857.488055
0.78,0.172126301,0.028617398,0.147703156,0.188076348,148.8620937,60.98856562,59.32793903,-172423.8557,7770.701991,1863.796831
0.7825,0.049644868,-0.003522877,-0.066711629,0.142683081,149.0711697,60.92453777,59.27625971,-172389.4119,7735.739993,1855.411223
0.785,0.18190323,0.036303469,0.075127866,0.184682437,149.2802457,60.88127903,59.24917209,-172454.5044,7799.838761,1870.785262
0.7875,0.109615075,0.084397615,0.026940779,0.103789438,149.4893216,60.84161925,59.21100023,-172408.4,7752.63619,1859.463763
0.79,0.156491443,0.035928917,0.001911107,0.198966365,149.6983976,60.78194458,59.1774386,-172435.5038,7778.672895,1865.708646
0.7925,0.13007255,-0.051231435,0.035909367,0.22210664,149.9074736,60.72206387,59.15756072,-172397.9731,7740.331486,1856.512489
0.795,0.146750075,0.004981109,0.019361841,0.191136097,150.1165496,60.68788289,59.12615418,-172349.1358,7690.291132,1844.510349
0.7975,0.146855008,0.090613407,0.036363231,0.135331563,150.3256255,60.65066101,59.07333037,-172417.133,7757.517735,1860.634597
0.8,0.178506415,-0.078878051,-0.069328654,0.357435555,150.5347015,60.59165341,59.01847278,-172412.1972,7751.866431,1859.279136
0.8025,0.354145225,0.063572346,0.111367694,0.381651572,150.7437775,60.58238142,58.9967683,-172412.5003,7752.057852,1859.325049
0.805,0.209353038,0.020777652,0.074474306,0.23798378,150.9528535,60.55790457,58.93669884,-172356.0162,7695.759547,1845.821944
0.8075,0.134561452,-0.050976229,-0.023442597,0.245250101,151.1619294,60.51718452,58.85466053,-172403.6565,7743.670865,1857.313436
0.81,0.152904633,0.004772027,-0.065713598,0.273322929,151.3710054,60.50716366,58.79895509,-172367.079,7707.370233,1848.606758
0.8125,0.313648133,0.107112471,0.111079387,0.289321297,151.5800814,60.49485109,58.77063885,-172367.5721,7708.445029,1848.864547
0.815,0.158253613,0.075981301,-0.053541653,0.261538074,151.7891574,60.4362634,58.71507529,-172368.6806,7710.178149,1849.280235
0.8175,0.150460351,-0.065697062,-0.05781279,0.300273026,151.9982333,60.35178906,58.69052288,-172397.7961,7740.04477,1856.44372
0.82,0.210575947,0.024330471,0.087733481,0.231943076,152.2073093,60.30212781,58.69046932,-172393.6214,7736.397576,1855.568944
0.8225,0.16338603,-0.002028241,0.091672583,0.203185984,152.4163853,60.24570262,58.6548918,-172403.4052,7746.002236,1857.872614
0.825,0.009194461,-0.046874555,0.017295207,0.085598568,152.6254613,60.20551354,58.59748864,-172382.7005,7725.255203,1852.896454
0.8275,0.090332996,0.02660521,0.086534802,0.087562623,152.8345372,60.1988356,58.54018992,-172385.7756,7728.235463,1853.611267
0.83,0.033194816,0.025015466,0.013424906,0.024332945,153.0436132,60.1779766,58.46816909,-172374.675,7717.024591,1850.922348
0.8325,0.067406261,0.002976764,-0.060478055,0.156627176,153.2526892,60.14300301,58.40819564,-172409.509,7751.374232,1859.161083
0.835,0.133466238,-0.003283211,0.034831842,0.172863858,153.4617652,60.11399128,58.38063122,-172378.1796,7719.567916,1851.532363
0.8375,0.146564733,0.121451739,0.074408986,0.089722544,153.6708411,60.08143804,58.33585118,-172427.461,7768.160184,1863.18718
0.84,0.037840477,-0.090733051,0.04376775,0.186163235,153.8799171,60.03285008,58.2718938,-172428.2519,7768.069074,1863.165328
0.8425,0.281154914,-0.001815535,0.020614056,0.385301052,154.0889931,60.04058334,58.21362285,-172412.2818,7751.555671,1859.204601
0.845,0.209269478,0.115954634,-0.013664714,0.274241663,154.2980691,60.04461734,58.15407669,-172358.5389,7697.274107,1846.18521
0.8475,0.22106746,0.048775086,-0.003687092,0.288013109,154.507145,60.0035615,58.09900355,-172403.4797,7742.317627,1856.988863
0.85,0.161612835,0.134216621,-0.011294562,0.227642318,154.716221,59.94441628,58.06041057,-172443.9088,7782.428299,1866.609377
0.8525,0.08164899,0.056667076,-0.002444931,0.10578333,154.925297,59.86373513,58.04558456,-172461.4063,7798.618232,1870.49252
0.855,0.104830973,0.062928006,-0.04625156,0.191054883,155.134373,59.78741769,58.04422984,-172431.7431,7766.60966,1862.815288
0.8575,0.047308645,-0.017506887,0.005481745,0.080492359,155.3434489,59.70650108,58.05416412,-172380.4467,7712.490849,1849.834934
0.86,0.165999617,-0.078802795,0.141472588,0.33022877,155.5525249,59.65063883,58.03760166,-172400.0858,7730.466864,1854.146467
0.8625,0.071253546,0.092314396,-0.00105122,0.119952812,155.7616009,59.63364144,57.9722101,-172428.1858,7756.939898,1860.496004
0.865,0.097460562,0.09542867,-0.054406629,0.213350389,155.9706769,59.5857845,57.93198854,-172416.7852,7744.185423,1857.436853
0.8675,0.07822878,0.039968745,-0.033289452,0.138805294,156.1797528,59.51198813,57.92407444,-172393.7905,7720.534582,1851.764217
0.87,-0.003719239,-0.034697607,0.070590084,0.132540684,156.3888288,59.43602616,57.92277736,-172388.1638,7713.946775,1850.184137
0.8725,0.126102236,0.006809512,0.043798564,0.149575528,156.5979048,59.38163927,57.90016927,-172447.9195,7773.066312,1864.363911
0.875,0.109050103,0.027164116,0.050081413,0.103478615,156.8069808,59.34127981,57.86479205,-172426.3144,7750.590429,1858.973088
0.8775,0.115443459,-0.069201613,0.009072845,0.227014099,157.0160567,59.30909175,57.82230495,-172394.5605,7718.333624,1851.236319
0.88,0.148220711,0.077352571,0.069297015,0.106377324,157.2251327,59.29883921,57.77367368,-172384.5462,7708.072699,1848.775244
0.8825,0.190325188,-0.050258126,-0.033321887,0.328915158,157.4342087,59.25619292,57.70060242,-172463.3732,7785.961129,1867.456723
0.885,0.14981557,-0.01305013,-0.037490017,0.249411161,157.6432846,59.24303179,57.65342283,-172425.0281,7746.025066,1857.87809
0.8875,0.193149617,0.223971663,0.031494146,0.253239184,157.8523606,59.23175733,57.63107933,-172364.8123,7684.648148,1843.156884
0.89,0.109476388,-0.06111989,-0.006979211,0.21353269,158.0614366,59.13390304,57.59815228,-172415.0152,7733.874855,1854.963871
0.8925,0.049082533,-0.025118122,-0.030628258,0.109040859,158.2705126,59.07434237,57.57555157,-172423.4497,7741.915269,1856.892358
0.895,0.112483798,0.079507584,0.03665458,0.093133672,158.4795885,59.04357706,57.55511271,-172410.6422,7727.887864,1853.527896
0.8975,0.104108254,0.025627256,-0.072126365,0.216272233,158.6886645,58.98861542,57.52257874,-172362.8512,7679.530323,1841.929377
0.9,0.183239401,-0.047933338,0.046460536,0.284709495,158.8977405,58.93099519,57.51542861,-172402.369,7719.213325,1851.447314
0.9025,0.115186153,0.06399421,0.121596325,0.077328579,159.1068165,58.88325229,57.47877103,-172433.4946,7750.2029,1858.88014
0.905,-0.06582696,-0.042603946,-0.176839902,0.175734099,159.3158924,58.82831348,57.41292283,-172407.0269,7723.274968,1852.421496
0.9075,0.2322018,0.077604664,0.092579152,0.208851606,159.5249684,58.80035953,57.41915521,-172441.7831,7756.903545,1860.487284
0.91,0.191806246,0.056969698,0.087289052,0.173274354,159.7340444,58.74085164,57.40217492,-172439.0225,7752.80804,1859.504981
0.9125,0.029801151,-0.104503396,-0.079744498,0.175074166,159.9431204,58.67531624,57.35181435,-172396.6812,7709.590343,1849.13925
0.915,0.060243385,0.041209267,-0.035022159,0.123487051,160.1521963,58.65660831,57.3285518,-172353.5908,7665.450034,1838.552231
0.9175,0.162687351,0.122542036,0.059776711,0.127050117,160.3612723,58.60920096,57.31339779,-172405.8451,7717.170117,1850.957253
0.92,0.088628715,-0.065641492,-0.071348846,0.222316645,160.5703483,58.52130248,57.27834512,-172407.5832,7718.662741,1851.315257
0.9225,0.185700478,0.028686655,0.029108607,0.221753315,160.7794243,58.46994939,57.28098609,-172412.6022,7723.600559,1852.499589
0.925,0.128967011,0.127691356,0.100985538,0.038701302,160.9885002,58.41853332,57.26653192,-172457.0608,7768.084089,1863.168929
0.9275,-0.021549902,-0.114237912,-0.04283319,0.118923,161.1975762,58.34432993,57.21786047,-172406.3421,7716.978807,1850.911367
0.93,0.056262835,0.059462796,-0.008908778,0.094510586,161.4066522,58.32546196,57.19756977,-172393.9995,7704.373672,1847.888035
0.9325,0.175878677,0.056961011,0.121651771,0.145831625,161.6157282,58.28401457,57.17402547,-172430.6582,7740.546037,1856.563949
0.935,0.071857687,-0.025398284,-0.016906691,0.131946754,161.8248041,58.23496385,57.11940508,-172424.9156,7734.886815,1855.206589
0.9375,0.104091881,-0.025853357,-0.005434649,0.171168774,162.0338801,58.21799973,57.07807082,-172374.1097,7683.663554,1842.92073
0.94,0.14207534,0.102100109,0.09901389,0.058837338,162.2429561,58.21079554,57.03597671,-172432.0966,7741.685909,1856.837346
0.9425,0.064953217,0.023493722,-0.090659549,0.197396028,162.4520321,58.16821858,56.9711038,-172397.5699,7706.583528,1848.418067
0.945,0.143487211,0.001448772,0.022277448,0.187884429,162.661108,58.12826526,56.94266891,-172430.2714,7739.937065,1856.417887
0.9475,0.197584426,0.001341141,-0.0704858,0.339900253,162.870184,58.09846099,56.91242584,-172392.4064,7702.022595,1847.324131
0.95,0.2628308,0.113390978,0.081397487,0.237221186,163.07926,58.05922213,56.8974322,-172416.1253,7726.092506,1853.097281
0.9525,0.14814932,-0.006347474,0.030244545,0.197761906,163.288336,57.99276268,56.85896748,-172443.4695,7753.764486,1859.734383
0.955,0.111419241,-0.006448275,-0.023514019,0.179974932,163.4974119,57.9524784,56.81903819,-172427.0505,7737.111888,1855.740271
0.9575,0.156656476,0.066654447,0.083248316,0.117322119,163.7064879,57.91817618,56.79440874,-172431.6594,7741.123362,1856.70242
0.96,0.049179287,-0.116433053,-0.016618577,0.204254096,163.9155639,57.87221945,56.74925858,-172396.5203,7705.2918,1848.108247
0.9625,0.177212138,0.094762236,0.124749549,0.102223033,164.1246399,57.87295108,56.70637738,-172461.6209,7770.096754,1863.651665
0.965,0.248793934,0.020596166,-0.016056099,0.351515505,164.3337158,57.85343724,56.64066948,-172452.0587,7760.130994,1861.261385
0.9675,0.172539565,0.044016906,0.006051241,0.213723718,164.5427918,57.82375533,56.59435534,-172414.8324,7722.649344,1852.271441
0.97,0.095719951,0.053298043,0.082721919,0.053238442,164.7518678,57.78986137,56.56276266,-172400.4135,7707.999397,1848.757663
0.9725,0.148695481,-0.055634632,-0.012407692,0.263768072,164.9609437,57.75549118,56.51581644,-172411.6493,7719.534267,1851.524292
0.975,0.106810305,0.020553024,0.065230658,0.105665872,165.1700197,57.73349879,56.47194022,-172417.9775,7726.24339,1853.13347
0.9775,0.085211295,-0.020875503,0.010294731,0.133560786,165.3790957,57.70045961,56.40801401,-172432.1165,7739.664629,1856.352544
0.98,0.075051402,0.002444147,-0.097702738,0.21247401,165.5881717,57.67352299,56.35725437,-172452.8765,7758.972773,1860.983587
0.9825,0.14768039,0.090149405,0.034730687,0.138342633,165.7972476,57.6483557,56.35670857,-172405.5814,7710.554132,1849.370414
0.985,0.141775766,0.081855917,0.052597893,0.111351306,166.0063236,57.58065826,56.34575125,-172407.5556,7711.531835,1849.604915
0.9875,0.005343438,-0.004544899,-0.100741586,0.143546558,166.2153996,57.48883686,56.31299627,-172435.7966,7738.733835,1856.129294
0.99,-0.045602286,-0.051720818,-0.120613664,0.102031208,166.4244756,57.42047293,56.32392261,-172359.7283,7661.476975,1837.599296
0.9925,0.346650161,0.087167651,0.128845606,0.34133129,166.6335515,57.37332672,56.36207171,-172435.7924,7737.336431,1855.794127
0.995,0.304736594,0.03510802,0.032963468,0.382837823,166.8426275,57.30572546,56.33637755,-172427.7869,7729.858071,1854.000448
0.9975,0.093603759,0.021240051,-0.026118866,0.147691842,167.0517035,57.23398162,56.28967853,-172472.6749,7774.280375,1864.655104
1,-0.011852346,-0.055726949,0.041160303,0.118837962,167.2607795,57.17258701,56.26629304,-172468.4779,7768.87144,1863.357775
