strain,normal_stress_GPa,,,,Lx_angstrom,Ly_angstrom,Lz_angstrom,,,
0.233125,8.631298455,0.005276182,-0.006208123,12.20716642,77.24675103,62.66720969,52.99981987,-135095.2233,2353.32924,1161.180388
0.23375,8.405298936,0.511315052,-0.018713982,11.5568121,77.28590296,62.69440854,52.97760976,-135091.3342,2349.862864,1159.470007
0.234375,8.389586895,-0.175459562,0.018479823,11.97802433,77.32505489,62.61574995,53.00531691,-135112.9738,2371.99873,1170.392293
0.235,8.083316724,0.067299467,0.110038023,11.30626077,77.36420681,62.64069183,52.96542745,-135104.5278,2363.550585,1166.223807
0.235625,7.904205049,0.262310229,0.000910194,10.99677025,77.40335874,62.6731828,52.90422399,-135103.0792,2361.644864,1165.283485
0.23625,8.046486658,-0.116783208,-0.127198494,11.55197872,77.44251067,62.65566057,52.86603911,-135117.2792,2374.986297,1171.866419
0.236875,8.044712626,0.117472112,0.023750066,11.27766671,77.48166259,62.68387178,52.85776309,-135106.6832,2363.893659,1166.393087
0.2375,8.28803617,0.033708035,0.114826842,11.61644799,77.52081452,62.65953602,52.84976735,-135123.5535,2379.792971,1174.238129
0.238125,8.226652767,-0.096744077,-0.046037097,11.73536978,77.55996645,62.67346678,52.8279878,-135118.4819,2374.297922,1171.526761
0.23875,8.378542508,0.1241169,-0.004881039,11.76579674,77.59911837,62.69786927,52.80432957,-135132.2284,2387.016309,1177.802271
0.239375,8.417672948,-0.116691925,-0.158837974,12.09932641,77.6382703,62.65710687,52.80373816,-135102.8161,2357.07108,1163.026688
0.24,8.494028749,-0.148208657,0.116281468,12.03930529,77.67742222,62.65584826,52.79433893,-135127.7239,2380.852862,1174.761101
0.240625,8.302452256,0.22992395,-0.001346309,11.58327543,77.71657415,62.7128921,52.72165101,-135132.5644,2384.874556,1176.745487
0.24125,8.168634143,-0.085599356,-0.189066213,11.74709459,77.75572608,62.67295653,52.69881122,-135147.0346,2398.359451,1183.399207
0.241875,8.46921714,-0.032805457,0.150533718,11.89615465,77.794878,62.65765098,52.72517473,-135142.8309,2392.917753,1180.714163
0.2425,8.15658332,0.25671191,-0.051519804,11.39631221,77.83402993,62.7038188,52.65631039,-135161.1888,2409.457717,1188.875317
0.243125,8.14959757,-0.263259142,-0.127908033,11.80303253,77.87318186,62.65073492,52.63926123,-135189.5572,2435.630859,1201.789676
0.24375,8.653064222,0.140524869,0.223675345,11.98018519,77.91233378,62.681561,52.64919428,-135174.5579,2418.463586,1193.318996
0.244375,8.209331236,0.008331388,-0.117565937,11.68800518,77.95148571,62.68176587,52.58058287,-135184.3215,2426.042559,1197.058614
0.245,8.309599326,-0.184232196,0.00703032,11.87915853,77.99063764,62.66666312,52.56810523,-135162.2093,2401.513477,1184.955468
0.245625,8.353999174,0.054071786,-0.079709532,11.83360193,78.02978956,62.70101621,52.54553079,-135152.0472,2389.115102,1178.837858
0.24625,8.529554099,0.016080195,-0.080057533,12.10842239,78.06894149,62.68437004,52.52946362,-135195.8595,2430.213947,1199.116862
0.246875,8.775148454,-0.157982403,-0.031857056,12.54512178,78.10809342,62.67539647,52.54057301,-135162.9606,2395.513739,1181.995075
0.2475,9.094321171,0.003858649,0.128816376,12.76841414,78.14724534,62.69681588,52.52535484,-135178.242,2408.716871,1188.509768
0.248125,9.102954796,-0.268263901,-0.221862094,13.22021569,78.18639727,62.68690616,52.48122932,-135175.683,2404.950982,1186.651603
0.24875,9.4998585,0.070606283,0.140147894,13.28607602,78.2255492,62.67430674,52.51054101,-135190.1408,2417.383862,1192.786238
0.249375,9.637506726,0.10549113,0.139846738,13.45607844,78.26470112,62.69899991,52.47455764,-135187.5328,2413.290138,1190.766312
0.25,9.729678496,-0.258453015,-0.278918166,14.13984431,78.30385305,62.69211465,52.41123004,-135175.3269,2400.44389,1184.427712
0.250625,9.955512545,-0.033015731,0.105195919,14.02920301,78.34300498,62.68448973,52.4457474,-135179.9395,2404.027764,1186.196068
0.25125,9.834345194,-0.037237348,-0.199958643,14.07699803,78.3821569,62.70443614,52.39254821,-135161.8061,2385.318193,1176.964386
0.251875,10.02137573,-0.153554637,-0.161900487,14.39542956,78.42130883,62.65975584,52.38510431,-135173.4145,2395.753593,1182.113424
0.2525,10.43580368,-0.075624198,0.158099467,14.70292307,78.46046076,62.65228486,52.40042172,-135180.2232,2401.993953,1185.192544
0.253125,10.18191948,0.014487853,-0.041897449,14.4189555,78.49961268,62.6977055,52.33716339,-135164.9678,2386.359766,1177.47832
0.25375,10.27119604,-0.018851662,-0.173537961,14.66292869,78.53876461,62.68609096,52.2955328,-135178.9981,2400.153752,1184.284552
0.254375,10.65874624,0.211908928,0.221092002,14.76756988,78.57791654,62.69234042,52.30334106,-135181.5014,2402.513595,1185.448946
0.255,10.79306681,0.357635639,0.067151158,14.96756064,78.61706846,62.71478424,52.27543694,-135191.7174,2413.036851,1190.641334
0.255625,10.77414815,-0.345415622,-0.061472696,15.52855438,78.65622039,62.6571787,52.26832199,-135159.8228,2381.891575,1175.273623
0.25625,10.99054486,0.188831345,0.152055491,15.30200049,78.69537231,62.71944949,52.2295673,-135147.3398,2369.902572,1169.358006
0.256875,10.94067703,-0.038961596,-0.257836831,15.68461295,78.73452424,62.72467719,52.16950696,-135142.4174,2365.906841,1167.386431
0.2575,11.26704238,0.012198831,0.145128074,15.82359476,78.77367617,62.68833605,52.20437097,-135171.7576,2396.067854,1182.268487
0.258125,11.38928563,0.236158681,0.131692987,15.84728828,78.81282809,62.71625316,52.18615544,-135155.759,2381.76213,1175.209752
0.25875,11.48082512,-0.039216102,0.044359435,16.23302442,78.85198002,62.70235245,52.16737914,-135145.5694,2373.112081,1170.941643
0.259375,11.31465985,-0.205626192,-0.0475362,16.18151667,78.89113195,62.68421549,52.14900584,-135108.9409,2338.727034,1153.975363
0.26,11.75784148,0.162239488,0.069312404,16.46476034,78.93028387,62.71947895,52.10462353,-135149.3031,2380.998085,1174.832757
0.260625,11.72496588,-0.222774905,-0.141285138,16.83933085,78.9694358,62.68170136,52.10336483,-135111.1852,2345.55432,1157.344085
0.26125,11.95684056,0.115422175,0.193754733,16.69118072,79.00858773,62.68912107,52.09569665,-135112.1946,2348.963635,1159.02631
0.261875,11.59818042,-0.057228693,-0.191791287,16.57920691,79.04773965,62.71402065,52.01491725,-135111.5337,2351.500989,1160.278292
0.2625,11.79639582,-0.040791069,0.025496345,16.69363538,79.08689158,62.70846021,52.02195879,-135107.3338,2350.06893,1159.571685
0.263125,11.85690524,0.159875465,0.180478374,16.52754895,79.12604351,62.70805425,52.02894829,-135109.6916,2355.321673,1162.163495
0.26375,11.75539801,-0.432537557,-0.360484696,17.18562128,79.16519543,62.69034121,51.95769398,-135086.79,2335.769579,1152.516095
0.264375,12.06744909,0.194446893,0.159725041,16.81556657,79.20434736,62.71138335,51.97946453,-135099.1871,2351.146789,1160.103522
0.265,11.91934308,0.135621348,0.219181289,16.60592864,79.24349929,62.68955455,51.96530594,-135089.6359,2345.177031,1157.157923
0.265625,11.69060498,-0.105764769,-0.15509545,16.71757732,79.28265121,62.705681,51.88487426,-135089.8995,2348.752182,1158.921975
0.26625,11.79198002,0.071936035,-0.084995488,16.68671945,79.32180314,62.70293351,51.88301087,-135068.4393,2330.696447,1150.012909
0.266875,12.0942327,0.068301604,0.282299522,16.85795299,79.36095507,62.66963588,51.91454086,-135075.1706,2341.437337,1155.312682
0.2675,11.85612467,0.074731743,-0.012059202,16.72311396,79.40010699,62.69517358,51.85301245,-135062.5188,2332.498516,1150.902086
0.268125,11.84365995,0.040242946,-0.022890741,16.73737328,79.43925892,62.70415517,51.82649224,-135054.1656,2328.26287,1148.812132
0.26875,12.02585406,-0.196274664,0.055000319,17.10978986,79.47841085,62.66757068,51.82027247,-135055.7538,2334.131296,1151.707733
0.269375,11.83452499,-0.075856703,-0.178961934,16.91720103,79.51756277,62.69597135,51.77100223,-135030.7917,2313.673475,1141.613429
0.27,11.87441692,-0.017102884,0.031961937,16.7825621,79.5567147,62.68090604,51.76407823,-135037.2699,2324.196381,1146.805644
0.270625,11.78805974,-0.090382304,0.036107122,16.70993043,79.59586662,62.66990465,51.73786167,-135026.416,2317.665316,1143.583084
0.27125,11.51653185,0.241415049,-0.031205731,16.14164875,79.63501855,62.70226794,51.70147634,-135047.8911,2342.912269,1156.040443
0.271875,11.34329163,-0.096397012,0.272320628,15.92384463,79.67417048,62.64618564,51.71861103,-135033.4845,2332.243076,1150.776047
0.2725,11.11017641,-0.010506563,-0.171327434,15.84196269,79.7133224,62.69607738,51.64113539,-135019.5776,2321.954405,1145.699408
0.273125,10.99653458,0.062963342,-0.051921273,15.54427725,79.75247433,62.67500271,51.61452857,-135052.8127,2358.293758,1163.629982
0.27375,10.89648391,-0.111818959,0.21158614,15.34452225,79.79162626,62.65826263,51.61152797,-135025.5499,2334.249748,1151.76618
0.274375,10.10898389,0.074194623,-0.194375602,14.38500408,79.83077818,62.70908498,51.5115549,-135027.4089,2338.842848,1154.032508
0.275,9.866183854,-0.074684461,0.111789424,13.92852634,79.86993011,62.67116362,51.50856766,-135033.8954,2347.261409,1158.186397
0.275625,9.657059136,-0.131267907,-0.037057221,13.77665104,79.90908204,62.66530204,51.46519415,-135064.3721,2379.411516,1174.049912
0.27625,9.305024446,0.007729822,-0.202149811,13.29925183,79.94823396,62.68763404,51.41494478,-135068.4219,2383.991327,1176.309684
0.276875,9.240953108,-0.163959393,0.163323263,13.07527654,79.98738589,62.63335746,51.44567728,-135032.4872,2348.710221,1158.90127
0.2775,8.878818725,0.12483865,-0.050679615,12.50595516,80.02653782,62.66746581,51.36924481,-135070.5954,2385.885716,1177.244414
0.278125,8.595882003,-0.139722988,-0.154405633,12.36440633,80.06568974,62.65061008,51.34791233,-135089.3512,2403.594045,1185.982062
0.27875,8.514846365,-0.060731558,0.177453924,11.96283335,80.10484167,62.61319127,51.38248178,-135108.101,2421.038911,1194.589713
0.279375,8.239662581,0.062923414,-0.072795925,11.66080827,80.1439936,62.66382068,51.29327228,-135139.4194,2449.590448,1208.67762
0.28,7.897967463,-0.114450698,-0.150405155,11.35677944,80.18314552,62.64641263,51.26171959,-135103.1724,2410.722032,1189.499156
0.280625,8.098304288,0.148039467,0.349769927,11.10347651,80.22229745,62.63063682,51.27451994,-135155.6781,2459.655915,1213.644127
0.28125,7.520715312,-0.235446949,-0.309220903,11.0214063,80.26144938,62.62972821,51.20338903,-135155.2858,2455.537943,1211.612235
0.281875,7.595251535,0.007650801,0.046068388,10.70342595,80.3006013,62.63809736,51.1885076,-135165.285,2460.989535,1214.302162
0.2825,7.513973117,0.241659753,0.160682414,10.34233935,80.33975323,62.65736053,51.14998409,-135180.9949,2471.777647,1219.625235
0.283125,7.164726201,-0.163372696,-0.200583332,10.38990869,80.37890516,62.64211664,51.10554258,-135168.3638,2454.260796,1210.982065
0.28375,7.493664935,-0.171344317,0.051357714,10.68596742,80.41805708,62.62750444,51.07455821,-135203.9138,2483.780903,1225.547885
0.284375,7.410849252,0.184180329,-0.030589335,10.37525315,80.45720901,62.66648056,51.02458057,-135202.8901,2477.32861,1222.364193
0.285,7.143930846,-0.009343315,0.170108496,9.991783242,80.49636093,62.64155963,51.01053024,-135201.1002,2469.835255,1218.666819
0.285625,7.017168159,-0.134254094,-0.042560845,10.04942891,80.53551286,62.65123513,50.92293655,-135231.9333,2494.003707,1230.592024
0.28625,7.037169394,0.168416278,-0.04990296,9.871880632,80.57466479,62.69308039,50.86615724,-135227.6154,2483.317173,1225.319071
0.286875,6.729200348,-0.218558517,-0.046380739,9.70615771,80.61381671,62.64259415,50.85045687,-135238.6489,2487.738417,1227.500602
0.2875,6.881610463,0.271161069,0.248204611,9.364862058,80.65296864,62.66713711,50.83833538,-135260.8873,2503.15933,1235.109594
0.288125,6.881606694,-0.112628945,-0.002390955,9.814321587,80.69212057,62.65818622,50.77661615,-135269.8657,2505.179214,1236.106246
0.28875,6.648491454,-0.083284544,-0.169333835,9.581594556,80.73127249,62.66424615,50.74196677,-135233.1276,2461.810288,1214.707137
0.289375,6.635883144,0.045322668,0.049178188,9.317734941,80.77042442,62.67119672,50.72282477,-135245.3941,2467.51895,1217.523907
0.29,6.57291254,-0.081177941,-0.100176728,9.423767902,80.80957635,62.68097882,50.66225663,-135286.971,2502.059707,1234.567018
0.290625,6.538572629,0.020915789,0.043374098,9.201519386,80.84872827,62.68439089,50.6445197,-135268.179,2476.473806,1221.942415
0.29125,6.304156966,-0.164876097,-0.038687352,9.060683552,80.8878802,62.67101196,50.6177892,-135263.9742,2465.037937,1216.299725
0.291875,6.131202568,-0.112321788,-0.053620687,8.788462944,80.92703213,62.68445425,50.57607756,-135301.2011,2494.729608,1230.950198
0.2925,6.091935335,-0.019289669,0.026953947,8.610064387,80.96618405,62.65968982,50.55114752,-135330.3148,2515.759792,1241.326918
0.293125,5.775022131,0.073693306,0.00155498,8.114387053,81.00533598,62.66882912,50.53349593,-135341.7939,2519.011831,1242.931539
0.29375,5.243906484,-0.089850606,0.055773398,7.442237296,81.04448791,62.65202814,50.50398134,-135341.4353,2510.004109,1238.486947
0.294375,4.771123643,0.039983994,0.01349796,6.709648727,81.08363983,62.6730922,50.45819506,-135403.6007,2562.035982,1264.160528
0.295,4.393533528,-0.103375519,-0.011757172,6.29580583,81.12279176,62.6512436,50.43318067,-135433.0448,2580.845995,1273.44177
0.295625,3.948699887,0.102544608,-0.016817682,5.525620994,81.16194369,62.65671614,50.4073718,-135450.0936,2585.789637,1275.881064
0.29625,4.256866707,0.219558145,0.22472574,5.705965993,81.20109561,62.6625125,50.4059294,-135450.2147,2573.67802,1269.904946
0.296875,3.676369975,-0.273334377,-0.200331528,5.534826864,81.24024754,62.63520011,50.36888807,-135457.1816,2568.002831,1267.104693
0.2975,3.972884653,-0.031637083,0.003303382,5.638704694,81.27939947,62.64215617,50.36429593,-135500.8958,2599.113566,1282.45536
0.298125,4.343031562,0.167444307,0.251204792,5.84684454,81.31855139,62.65521452,50.36054135,-135491.0755,2576.74245,1271.416998
0.29875,4.403610976,-0.084896444,-0.166123669,6.405916909,81.35770332,62.67024535,50.30237723,-135481.2547,2554.497232,1260.440756
0.299375,4.763143147,-0.273169376,-0.158281827,7.042589492,81.39685524,62.65779999,50.30612613,-135525.6756,2586.388413,1276.176512
0.3,5.137300677,0.028271545,0.066991969,7.198035032,81.43600717,62.65991923,50.29876575,-135554.7139,2602.841903,1284.294997
0.300625,5.46158093,0.119497892,0.017106432,7.62827882,81.4751591,62.67842779,50.27402746,-135555.4594,2591.266769,1278.583592
0.30125,5.712011499,-0.105776314,-0.002008917,8.155210115,81.51431102,62.65770423,50.26516276,-135543.898,2568.236667,1267.220072
0.301875,5.969819671,0.181480869,0.044435878,8.284553127,81.55346295,62.6894046,50.24642414,-135540.4415,2553.688016,1260.041472
0.3025,6.162727864,-0.038483803,0.04018438,8.714743457,81.59261488,62.66475761,50.23755828,-135575.6855,2577.725588,1271.902098
0.303125,6.448445727,-0.119538217,-0.05445134,9.242852355,81.6317668,62.65297258,50.2260731,-135547.2402,2538.996212,1252.792238
0.30375,6.635962151,0.016839657,0.07442296,9.320402083,81.67091873,62.67142638,50.20196277,-135604.9909,2585.949997,1275.960188
0.304375,6.660142,-0.09297656,-0.159095648,9.59744675,81.71007066,62.67133521,50.17380323,-135575.999,2546.884891,1256.684673
0.305,7.304460054,-0.044375445,0.247825241,10.19249034,81.74922258,62.66270908,50.19090378,-135600.9101,2561.89576,1264.09134
0.305625,7.218700579,0.086890513,-0.129258259,10.24216453,81.78837451,62.68442287,50.16187371,-135586.0519,2537.664202,1252.134997
0.30625,7.595347811,-0.152667507,-0.019306356,10.86427562,81.82752644,62.64904826,50.16029813,-135590.899,2533.663876,1250.161155
0.306875,7.9166318,-0.016494772,-0.016416262,11.21907968,81.86667836,62.68078668,50.1419871,-135603.2543,2537.572404,1252.089702
0.3075,8.197127054,-0.105718316,-0.09743842,11.73614614,81.90583029,62.66256283,50.12764596,-135617.0502,2542.936823,1254.736616
0.308125,8.415272181,-0.048311143,0.166003818,11.82068535,81.94498222,62.6480322,50.14549218,-135604.7847,2523.178182,1244.987302
0.30875,8.450173466,0.017703849,0.02030697,11.92347264,81.98413414,62.67612084,50.08432775,-135578.9424,2490.046137,1228.639279
0.309375,8.639719598,0.147899007,-0.142725112,12.21993512,82.02328607,62.70732525,50.04139482,-135584.8759,2489.376777,1228.309003
0.31,9.030566653,-0.290011321,0.018743923,12.96847919,82.062438,62.65003972,50.07700947,-135621.9751,2519.606662,1243.225041
0.310625,9.379722753,-0.084214795,-0.131275916,13.41742987,82.10158992,62.66700636,50.04514213,-135627.6041,2518.734483,1242.79469
0.31125,9.844978237,0.179996334,0.066092187,13.7495986,82.14074185,62.69176968,50.04424482,-135613.1089,2498.711076,1232.914735
0.311875,10.06941522,-0.157916162,0.078650569,14.29928842,82.17989378,62.65892004,50.03945993,-135608.6937,2488.773701,1228.011433
0.3125,10.07434959,0.079529081,-0.071168145,14.24256567,82.2190457,62.67692568,50.00980138,-135591.4192,2466.797134,1217.167748
0.313125,10.55655796,-0.011358261,0.105586043,14.86328844,82.25819763,62.66098859,50.01757365,-135610.5186,2481.364492,1224.355579
0.31375,10.69364697,0.010034965,-0.04194627,15.14579907,82.29734955,62.67698571,49.99086002,-135616.1379,2482.7142,1225.021552
0.314375,10.93794859,-0.082346686,-0.172873327,15.6494558,82.33650148,62.66718821,49.97994029,-135619.1375,2481.755443,1224.548482
0.315,11.41284803,-0.076406707,-0.01882045,16.2076937,82.37565341,62.65313084,49.99324139,-135624.1606,2483.534159,1225.426136
0.315625,11.64412254,0.162314476,0.154718748,16.24310234,82.41480533,62.67488569,49.97511107,-135617.2924,2473.486258,1220.468298
0.31625,11.70118947,-0.180946547,-0.135877412,16.77210005,82.45395726,62.66498808,49.93723324,-135598.2648,2451.662488,1209.700007
0.316875,12.1376312,0.02141784,0.243231461,16.98024066,82.49310919,62.66448963,49.95377128,-135607.5176,2458.580984,1213.113734
0.3175,12.19781431,0.153789508,0.034847635,17.11754769,82.53226111,62.68853942,49.91523771,-135589.8337,2438.883698,1203.394693
0.318125,12.30238801,-0.138257685,-0.17641977,17.62077652,82.57141304,62.66462054,49.89494124,-135604.7115,2451.856497,1209.795735
0.31875,12.65865845,0.011744648,0.091304295,17.82944612,82.61056497,62.66646584,49.91261975,-135608.7608,2454.273022,1210.988098
0.319375,12.85938011,0.052999563,-0.09944221,18.21970628,82.64971689,62.6718249,49.86991821,-135585.1712,2430.043788,1199.032902
0.32,13.26519179,-0.051688415,0.032207798,18.77387021,82.68886882,62.6721641,49.87838922,-135576.5317,2421.314315,1194.725603
0.320625,13.43154072,-0.144045018,-0.034426455,19.12173674,82.72802075,62.65362122,49.87196601,-135562.7713,2407.88292,1188.09828
0.32125,13.63312832,-0.052392832,-0.110520375,19.39548266,82.76717267,62.66809879,49.84154426,-135555.0105,2400.719157,1184.563534
0.321875,14.03926532,0.153825666,0.212456633,19.5956503,82.8063246,62.66986004,49.85779724,-135557.3932,2404.128378,1186.245713
0.3225,14.09063949,-0.152811665,-0.161212769,20.1492249,82.84547653,62.65909461,49.81345962,-135554.7111,2402.66213,1185.522237
0.323125,14.31514502,0.051853992,-0.029805356,20.22932872,82.88462845,62.68167759,49.79771467,-135537.8472,2387.630809,1178.105478
0.32375,14.70264623,0.103000058,0.217068088,20.56683384,82.92378038,62.66715493,49.82046658,-135542.6797,2394.835972,1181.660651
0.324375,14.75367518,-0.022948917,-0.030850495,20.90289171,82.96293231,62.66483157,49.76898659,-135548.5407,2403.405388,1185.888975
0.325,14.99228023,0.219711918,0.056174855,21.00815943,83.00208423,62.69438551,49.74582033,-135527.851,2385.827732,1177.215803
0.325625,15.1559307,0.012754489,0.102411845,21.3525702,83.04123616,62.65924652,49.77341028,-135513.2906,2374.584981,1171.668402
0.32625,15.34913109,-0.390261684,-0.095857047,22.05363502,83.08038809,62.63306089,49.74370273,-135492.2029,2357.259891,1163.119851
0.326875,15.5882891,0.380123077,0.092626409,21.71374059,83.11954001,62.71008423,49.70595611,-135478.7526,2347.993513,1158.547632
0.3275,15.72252689,-0.161106261,-0.040479374,22.37804101,83.15869194,62.64581052,49.72096877,-135467.2733,2340.871849,1155.033658
0.328125,16.07430918,-0.250645482,0.028083525,22.89242652,83.19784386,62.6435904,49.71695792,-135476.8989,2355.759153,1162.379356
0.32875,16.36748302,0.27437917,0.100341295,22.88314185,83.23699579,62.69004789,49.67566602,-135479.3276,2363.674205,1166.284803
0.329375,16.43543321,-0.032408883,-0.01913897,23.27966806,83.27614772,62.64686103,49.69418403,-135452.8561,2343.231738,1156.198075
0.33,16.7245152,-0.221710781,-0.02857272,23.83018741,83.31529964,62.63973639,49.68433033,-135449.9547,2346.396429,1157.759598
0.330625,16.7784492,0.12232079,-0.011088623,23.65022181,83.35445157,62.67447372,49.64723965,-135420.7313,2323.651117,1146.5366
0.33125,17.11655217,-0.105021351,-0.017554361,24.29337053,83.3936035,62.65742536,49.65108736,-135419.6889,2329.668422,1149.50566
0.331875,17.44650793,0.009366691,0.029614685,24.64553662,83.43275542,62.66483811,49.64086815,-135414.3214,2331.874633,1150.59425
0.3325,17.61782863,0.040339065,-0.103747488,24.96083253,83.47190735,62.67083581,49.60651802,-135409.816,2335.007954,1152.140294
0.333125,17.79661838,-0.08628885,0.049335178,25.19489682,83.51105928,62.66767319,49.60542701,-135387.861,2321.365846,1145.409001
0.33375,18.04327913,-0.082482286,-0.056367262,25.61525148,83.5502112,62.66835606,49.58192877,-135390.7311,2332.682171,1150.992705
0.334375,18.17635379,0.078180293,0.025825883,25.63178277,83.58936313,62.67114587,49.57758144,-135370.2197,2320.877477,1145.16803
0.335,18.2338954,-0.06901632,-0.117915871,25.91887239,83.62851506,62.64683291,49.56722787,-135333.2459,2293.167377,1131.495304
0.335625,18.49830984,0.016573994,0.002615206,26.14699743,83.66766698,62.66824594,49.56636605,-135337.0876,2306.409449,1138.029211
0.33625,18.64286977,-0.112539912,-0.073673069,26.49671449,83.70681891,62.65191166,49.54739401,-135329.3028,2308.196979,1138.911215
0.336875,18.95991943,-0.142465733,-0.132606089,27.00788305,83.74597084,62.6485571,49.5376869,-135323.8161,2312.582001,1141.074873
0.3375,19.21548178,-0.134808782,0.04375371,27.24005849,83.78512276,62.65111998,49.53994303,-135287.6042,2286.861419,1128.383817
0.338125,19.34150444,0.22615049,0.075867158,27.1400833,83.82427469,62.67933736,49.50794165,-135263.917,2273.846242,1121.961864
0.33875,19.42319131,-0.067793017,-0.115153551,27.59796428,83.86342662,62.65435161,49.49955256,-135256.8313,2277.545652,1123.787228
0.339375,19.77062704,0.009049163,0.147945982,27.84939612,83.90257854,62.64369832,49.50656241,-135271.3955,2303.481598,1136.58455
0.34,19.97087012,0.049358461,-0.030292765,28.22976245,83.94173047,62.68768199,49.45838633,-135237.4381,2281.575473,1125.775623
0.340625,20.16818916,0.149081656,0.14425453,28.31470725,83.9808824,62.67319735,49.46819031,-135225.716,2282.092959,1126.030961
0.34125,20.31571509,0.003511939,0.099563704,28.65811577,84.02003432,62.64810719,49.47133746,-135230.891,2299.788081,1134.762094
0.341875,20.42031469,0.076977025,-0.090426238,28.88892356,84.05918625,62.68205616,49.42309109,-135205.0612,2286.796773,1128.351919
0.3425,20.73902778,-0.054045174,0.028152277,29.34789606,84.09833817,62.6716674,49.42502339,-135171.2876,2266.716183,1118.443748
0.343125,20.80540249,-0.003581514,0.084974345,29.36592923,84.1374901,62.6521272,49.4278047,-135154.5587,2263.389625,1116.802357
0.34375,20.72947989,-0.030042103,-0.163727341,29.45338237,84.17664203,62.6621831,49.38612526,-135144.9955,2267.750398,1118.954051
0.344375,21.23713293,0.11432882,0.170852776,29.83226789,84.21579395,62.66889522,49.40315754,-135119.1743,2256.220961,1113.265193
0.345,21.3129268,0.012720381,0.015427015,30.1211271,84.25494588,62.67105543,49.37689568,-135091.9404,2243.554653,1107.01538
0.345625,21.4999579,-0.173153306,-0.148725511,30.63314935,84.29409781,62.67169659,49.34192051,-135096.0226,2263.013955,1116.616994
0.34625,21.70680813,0.105968579,0.037364074,30.59682633,84.33324973,62.66675672,49.36445876,-135076.5206,2258.83529,1114.555156
0.346875,21.86459328,0.041749612,0.062346025,30.84760793,84.37240166,62.66386584,49.35843272,-135067.3218,2265.075871,1117.634385
0.3475,22.00365506,0.007255753,-0.058121992,31.15393817,84.41155359,62.67746225,49.31542731,-135043.1144,2257.191667,1113.744159
0.348125,22.18930325,0.175632673,0.051512875,31.22016753,84.45070551,62.6842584,49.3112592,-135014.9865,2245.616807,1108.032888
0.34875,22.52047778,0.048173766,0.172148196,31.69333767,84.48985744,62.66694291,49.32799051,-135005.3525,2252.921929,1111.637384
0.349375,22.49348028,-0.112871918,-0.082978274,31.94909286,84.52900937,62.66903672,49.28687169,-134974.3609,2239.182613,1104.858127
0.35,22.57027382,0.059359765,-0.047383641,31.91098674,84.56816129,62.69046208,49.26941201,-134960.4156,2242.719849,1106.60347
0.350625,22.94879963,-0.221981155,0.074660964,32.56070175,84.60731322,62.65828191,49.28224913,-134945.1195,2245.430468,1107.940945
0.35125,22.91135712,0.12121091,-0.01057479,32.3237234,84.64646515,62.68629301,49.24731885,-134919.3436,2237.943607,1104.246776
0.351875,23.07937118,0.105289434,0.009458624,32.55823216,84.68561707,62.68808598,49.2255946,-134899.9758,2237.116294,1103.838563
0.3525,23.30224023,-0.074511456,-0.006200095,33.01152186,84.724769,62.67229494,49.24016264,-134881.6234,2238.167348,1104.357174
0.353125,23.44645763,0.135529221,0.060709266,33.01966395,84.76392093,62.6839206,49.22369408,-134874.1768,2250.384796,1110.385511
0.35375,23.45527032,0.010480968,-0.009680614,33.17020466,84.80307285,62.68608985,49.20654856,-134814.0755,2210.456923,1090.684288
0.354375,23.73209928,-0.100743443,0.0057849,33.62965559,84.84222478,62.67166539,49.20091818,-134816.7135,2233.249811,1101.930761
0.355,23.97856852,0.349171275,0.182379894,33.53557554,84.88137671,62.71090729,49.18456106,-134805.41,2242.427809,1106.459372
0.355625,23.83148175,0.009165252,-0.019604433,33.71020474,84.92052863,62.70211867,49.14819819,-134755.9111,2213.932458,1092.399188
0.35625,24.16436639,-0.401710602,-0.104847314,34.53367922,84.95968056,62.67448989,49.16146353,-134752.4952,2231.600057,1101.116739
0.356875,24.33918317,0.023126485,0.038542933,34.37720126,84.99883249,62.69828952,49.13825875,-134720.7137,2221.206293,1095.988246
0.3575,24.46171153,0.271098596,0.066752801,34.35609877,85.03798441,62.72484607,49.11748458,-134718.2101,2240.665716,1105.589919
0.358125,24.47172609,-0.190140792,-0.084089322,34.80239928,85.07713634,62.68636288,49.11927302,-134685.7325,2230.209454,1100.430588
0.35875,24.67402584,0.048842244,0.108037206,34.78348701,85.11628826,62.70648923,49.10760025,-134663.824,2230.247067,1100.449147
0.359375,24.66436584,0.255257095,0.009014944,34.6951229,85.15544019,62.7278174,49.07282228,-134635.5227,2224.229139,1097.479779
0.36,24.84786541,-0.175104793,0.023106988,35.2485029,85.19459212,62.6926174,49.0885424,-134598.4581,2209.687286,1090.304534
0.360625,25.08928086,0.077020089,0.091338924,35.36255781,85.23374404,62.7043933,49.0721772,-134599.5145,2232.83626,1101.726707
0.36125,25.09218288,-0.031973027,-0.172391557,35.63062797,85.27289597,62.71058999,49.03000686,-134581.016,2237.003629,1103.782971
0.361875,25.25145198,-0.023470177,-0.006566439,35.73219096,85.3120479,62.7081953,49.02634858,-134545.2845,2224.023428,1097.378277
0.3625,25.5067452,-0.180243204,0.011813356,36.19184727,85.35119982,62.7085782,49.02986935,-134493.5827,2195.7011,1083.403466
0.363125,25.36557809,-0.144093654,-0.106060091,36.04926006,85.39035175,62.72231863,48.99867061,-134479.6708,2204.703373,1087.84537
